image_filename,日文名字 Japanese Name,中文名字 Chinese Name,类型 Type,相关作品 Relevant Work,相关人物 Relevant Character,相关柄图 Relevant Image,相关活动 Relevant Event,发行商经销商 Distributor,发行日期 Release Date,发行价格 Release Price ,发行地区 Release Region,信息来源 Resource,地点 Location,具体位置 Address,营业时间 Operation Hours,详细信息 Detailed Information
624.jpg,,《去家庭餐厅吧。下》发行 A店 特典 和山山签名卡片,纸片子,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 松饼和樱桃,《去家庭餐厅吧。下》日语首刷发行,アニメイト Animate A店,3/12/2026,,日本,https://www.animate-onlineshop.jp/products/privilege_detail.php?product_id=3320782&id=9046059&p_type=2,,,,"在A店，购买以下指定商品的顾客，均可获得一张和山山签名卡片。

指定商品：
-《去家庭餐厅吧。下》普通版
-《去家庭餐厅吧。下》普通版+亚克力立牌A店加购"
625.jpg,,《去家庭餐厅吧。下》发行 eBookJapan 特典 电子图片/壁纸,"线上：手机壁纸, 非实体",去家庭餐厅吧（漫画）,成田狂儿,狂儿 吃咖喱,《去家庭餐厅吧。下》日语首刷发行,,3/12/2026,N/A 赠品,日本,https://x.com/ebookjapan/status/2031023464065462531,,,,在eBookJapan上购买电子书《去家庭餐厅吧。下》，即可获得限定特典狂儿吃咖喱插图一张。
626.jpg,,《去家庭餐厅吧。下》发行 LINE Manga 特典 电子图片/壁纸,"线上：手机壁纸, 非实体",去家庭餐厅吧（漫画）,成田狂儿,狂儿 吃咖喱,《去家庭餐厅吧。下》日语首刷发行,,3/12/2026,N/A 赠品,日本,https://x.com/LINEmanga/status/2031190805256483252,,,,在LINE Manga（仅限日本地区）上购买电子书《去家庭餐厅吧。下》，即可获得限定特典狂儿吃咖喱插图一张。
627.jpg,,月刊コミックビーム 2026/4,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 松饼和樱桃,,コミックビームComic Beam,3/8/2026,,日本,https://x.com/COMIC_BEAM/status/2031298180550471772,,,,杂志封底 与2026/3相同
628.jpg,,《去家庭餐厅吧。下》发行 HMV&BOOKS 涉谷店 特典 插画卡,纸片子,去家庭餐厅吧（漫画）,成田狂儿,狂儿 祭林组审🐭,《去家庭餐厅吧。下》日语首刷发行,HMV&BOOKS,3/12/2026,N/A 赠品,日本,https://x.com/YamaWayama_PR/status/2031641650968277408,,,,"在HMV&BOOKS 涉谷店，购买以下指定商品的顾客，均可获得一张插画卡。

指定商品：
-《去家庭餐厅吧。下》普通版
-《去家庭餐厅吧。下》特装版"
629.jpg,,《去家庭餐厅吧。下》发行 HMV&BOOKS 涉谷店 特典 和山山复制原画风格纸（再版）,纸片子,"去唱卡拉OK吧 （漫画）, 去家庭餐厅吧（漫画）","成田狂儿, 冈聪实",,《去家庭餐厅吧。下》日语首刷发行,HMV&BOOKS,3/12/2026,N/A 赠品,日本,https://x.com/YamaWayama_PR/status/2031641650968277408,,,,"在日语版《去家庭餐厅吧。下》首刷发行期间，HMV&BOOKS 涉谷店决定再版和山山复制原画纸，购买以下指定商品（目前不确定是不是必须买唱K？还是买家庭餐厅下就可以？）的顾客，均可获得一张复制原画纸。

关联谷子：
- 纸片子：HMV&BOOKS 涩谷店 限定 和山山复制原画纸
- 非卖品 & 色纸打卡 & 圣地巡礼：非卖品《去唱卡拉OK吧！》聪实紧张 狂儿无语 和山山签绘色纸 "
630.jpg,,《去家庭餐厅吧。下》发行 Coach&Four 特典 发行纪念收据,纸片子,去家庭餐厅吧（漫画）,成田狂儿,狂儿 祭林组审🐭,《去家庭餐厅吧。下》日语首刷发行,Coach&Four コーチャンフォー,3/12/2026,N/A 赠品,日本,https://x.com/CoachandFour_JP/status/2031882872274276476,,,,"在日本地区コーチャンフォー Coach&Four，凡在促销期间（2026年3月12日至2026年5月31日）于店内购买以下指定商品的顾客，均可获得一张印有插图的收据。

コーチャンフォー/Coach&Four 门店：
- 若葉台店(東京)はこちら
- つくば店(茨城)はこちら
- 旭川店はこちら

指定商品：
-《去唱卡拉OK吧！》
-《去家庭餐厅吧。上》普通版
-《去家庭餐厅吧。下》普通版
-《去家庭餐厅吧。下》特别版"
631.jpg,,狂儿 聪实 插画卡 三省堂书店特典,纸片子,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,Books Sanseido 三省堂書店,3/19/2026,N/A 赠品,日本,https://jinbocho.books-sanseido.co.jp/events/10045,,,,"三省堂书店神田神保町本店开业庆典：活动期间，凡在三省堂书店神田神保町本店购买漫画，即可获赠一张插画卡！（和山山《去家庭餐厅吧。》款式插画卡只参与上半程活动）

【活动时间】     
上半程：3月19日（星期四）- 4月19日（星期日）

【活动地点】   
三省堂书店神田神保町总店

【指定商品】    
漫画（无论出版商、出版状态，或新发行或已发行）
*轻小说、攻略、漫画杂志和漫画评论除外。

【活动详情】    
*插画卡款式可自选
*每人每天限领两张相同款式的插画卡
*如插画卡在活动期间提前发放完毕，将补印。"
632.jpg,,狂儿严选伴手礼1-2 送上峰 有面子 原型 东京香蕉 东京芭娜娜 Tokyo Banana 原味 8个装,"💙 现生谷, 📸 漫画原型, 食品饮品",去家庭餐厅吧（漫画）,成田狂儿,,,,,1296 （8个装）,日本,,,,,"出现话数：第11话 狂儿东京返程后拜访组长家
单行本：《去家庭餐厅吧。下》

鬆軟的海綿蛋糕中，包著滿滿的香蕉卡士達奶油，香濃美味。
為了堅守人人喜愛的經典好味道，以真材實料的香蕉悉心壓成香蕉泥，從原料開始把關。
另一個廣受喜愛的原因，則是製作過程中運用高超技術，安全且衛生地製造、單個包裝，讓旅客們帶回家時仍可享受新鮮滋味。
把入口香氣四溢的香蕉好味道帶回家，享受日本之旅的甜蜜收尾。

保质期：7天"
633.jpg,,狂儿严选伴手礼2-2 送（养猫的）上峰 很贴心 原型 CIAO ちゅ～る 猫条 4口味20条装,"💙 现生谷, 📸 漫画原型, 食品饮品",去家庭餐厅吧（漫画）,成田狂儿,,,,,755-1000,日本,,,,,"出现话数：第11话 狂儿东京返程后拜访组长家
单行本：《去家庭餐厅吧。下》

我没养过猫，没有任何细节可以添加，哈哈哈。"
634.jpg,,狂儿过夜的浴池 天水湯 原型 末広湯,"📸 漫画原型, 📍圣地巡礼",去家庭餐厅吧（漫画）,成田狂儿,狂儿 末広湯,,,,"（2018年价格参考）
沐浴费：440日元
毛巾+浴巾+香皂+洗发水+护发素：600日元",,https://sauna-ikitai.com/saunas/3213,Suehiro-Yu (末広湯),"1 Chome-16-5 Nipponbashi, Chuo Ward, Osaka, 542-0073, Japan","周一    休业
周二    6:00 AM–1:30AM
周三    6:00 AM–1:30AM
周四    6:00 AM–1:30AM
周五    6:00 AM–1:30AM
周六    6:00 AM–1:30AM
周日    6:00 AM–1:30AM","出现话数：第11话 封面 出浴狂 狂儿撩帘图
单行本：《去家庭餐厅吧。下》

此大众澡堂距离黑门市场走路4分钟，距离道顿堀走路12分钟，如果到大阪观光的话可以打卡。对有纹身没限制。

如果感兴趣的话可以阅读“消息来源”里的链接，网址是一个日本的“温泉/泡汤/浴池”版大众点评（？）。看来这个浴池是没有休息区的啊！怪不得狂儿经历“确认世纪一抱”之后变彻底战损版：心理遭受巨大冲击+老了睡眠少（？）的前提下也没硬件条件睡觉（以上全为个人想法）

以下文字摘选自博客文章：黒門市場の昔ながらの銭湯末広湯へ行ってきた （https://sennich-bucket-list.hatenablog.com/entry/suehiroyu-sento）
尽管如今我常光顾的现代“超级钱汤”（大型公共浴场综合体）及温泉度假村，通常都会张贴写有“禁止纹身或人体彩绘”的告示，但传统的社区澡堂——即所谓的“钱汤”（*sento*）——在运营方式上却有所不同。

2017年2月，在一次例行内阁会议上，政府正式通过了一份书面答复。该答复明确指出，《公共浴场法》（即规管公共洗浴设施的法规）并未授权经营者限制带有纹身或类似人体彩绘的人士入场。

公共洗浴设施大致可分为两大类：

1.  一般公共浴场
2.  其他公共浴场

“一般公共浴场”指的是那些极具代表性的社区“钱汤”——即坐落于居民区内的本地澡堂。相比之下，“其他公共浴场”这一类别涵盖的设施范围则十分广泛：从“超级钱汤”、一日游温泉、桑拿房、体育俱乐部附设的洗浴设施，乃至像“风俗浴场”（Soaplands）这类专门性场所，均包含在内。

鉴于“一般公共浴场”设立的初衷主要是为了维护公共卫生，其所遵循的基本原则是：除非存在特定情况——例如患有传染病、身体极度污秽，或存在其他可能对同场沐浴者构成健康风险的状况——否则，经营管理者在理论上是无权拒绝顾客入场的。"
635.jpg,,成田狂儿 视觉原型 長瀨智也,"📸 漫画原型, 😲 冷知识","去唱卡拉OK吧 （漫画）, 去家庭餐厅吧（漫画）",成田狂儿,,,,,,,和山山采访+签售会民间整理,,,,漫画《去唱卡拉OK吧！》里成田狂儿的视觉原型参考是长濑智也~
636.jpg,,星老师 插画卡 抽奖孤品,纸片子,女校之星（漫画）,星老师,,,,9/1/2022,N/A 抽奖赠品,日本,https://crea.bunshun.jp/articles/-/37665,,,,一位幸运儿将获得和山山亲笔绘制的插画卡：购买2022年秋季刊《CREA》杂志，即可获赠免费手绘插图！申请截止日期为2022年12月6日（星期二），以邮戳为准。详情请见杂志！
637.jpg,,和山山 采访内容 整理,😲 冷知识,,和山山,,,,,,,和山山采访+签售会民间整理,,,,"1. 1995年1月25日出生于冲绳县糸満市。这是位于冲绳岛最南端的城市，以渔业（海人）和传统文化闻名。
2. 糸满南小学 - 冲绳尚学初中和高中 - 东京工艺大学漫画系
3. 理想型是吉卜力工作室1993年推出的动画电影《听见涛声》（海がきこえる）里的松野丰 （松野 豊)
4. 最最最喜欢的食物——寿司，尤其是金枪鱼和鲷鱼，星鳗的也喜欢
5. 最喜欢的面包是咖喱面包
6. 最喜欢的甜甜圈种类是Old Fashioned （就是《去家庭餐厅吧。》第17话封面聪实拿着的那一款哦）
7. 最喜欢的动物是狗狗
8. 最喜欢的三家连锁餐厅：Mister Donut美仕唐纳滋，Mos Burger摩斯汉堡，スシローです寿司郎
9. 特长是绳子捆旧纸箱和杂志，认为自己的技巧世界一番
10. 最喜欢的漫画：古谷実《僕といっしょ》，也是看过的第一本漫画
11. 对和山山创作影响最大的漫画家：
--古屋兔丸（喜欢画学生+画风）《ライチ☆光クラブ 荔枝☆光俱乐部》
--野中英二《魁!!クロマティ高校》
--松本大洋（“受松本大洋的影响，我养成了这样一个习惯：在描绘人物的上嘴唇时，总会用一条粗黑的线条来勾勒。”）
--小林诚《柔道部物語》

Q1：【您在设计角色时最先想到的是什么？】
A：外形
Q2：【您最喜欢笔下的哪个角色？为什么？】
A：我画得开心的是星老师。因为我和他大脑回路最相似，很容易想到一些故事。想好好相处的是聪实，因为他看起来很温柔。
Q3：【视力最差的角色是谁？】
A：中村老师
Q4：【那在FEEL YOUNG(フィールヤング) 2024/5 封面上中村老师眼镜的镜片变形最大，就是你故意的吗？】
A：好敏锐，是的。
Q5：【您有计划把《去海滩吧》《优等生的问题》这两部作品汇编成一本书吗？】
A： 因为出版社不同，我觉得基本不可能。而且说实话，也有点不好意思。
Q6：【如果您要写一个勾心斗角的剧情，会创造什么样的背景和角色？】
A： 我现在（故事）背景想不出来，但很想画一个戴眼镜的角色
Q7：【和山山老师喜欢戴眼镜的角色吗？】
A： 喜欢
Q8：【您为什么喜欢戴眼镜的角色？】
A： 我喜欢戴眼镜和摘下眼镜时的反差，有两面性的
Q9：【您最喜欢的眼镜是什么款式的？】
A： 银框眼镜
Q10：【您认为漫画的魅力在哪里？】
A： 戏剧和电影是导演、演员等众多人员共同努力的成果，而漫画则是由一个人创造的世界。漫画最能清晰地展现‘作者性’。虽然日常生活中难免会有艰难痛苦的时刻，但我希望我的作品能让人们暂时忘却这些烦恼。
Q11：【您最喜欢的电影导演？】
A： 我经常看日本电影，尤其喜欢矢口忍导演的作品。我喜欢他电影的原因是，所有角色都很讨喜，对话风趣幽默，而且他能恰到好处地展现日本人的优点和缺点，却丝毫不会让人感到不适。我认为，我在漫画中塑造角色和描绘人性幽默的方式都受到了矢口忍作品的影响。
Q12：【您创作的漫画似乎有一种独特的节奏感？】
A： 读过我作品的人经常说我的作品“轻松”，这或许是因为我出生在冲绳，在那里长大，人们的生活节奏都很悠闲。我想冲绳的湿润和温暖的气息也影响了我漫画中那种湿润的氛围。而且，冲绳有很多性格各异的人，有好有坏。当我观察他们时，我意识到那里有如此多不同类型的人，每个人都有自己独特的感受和生活方式，每个人都有可爱之处。因为我从小就带着这种想法在冲绳长大，我想，我所吸收的一切自然而然地体现在我的作品和人物塑造中。
Q13：【对被贴上“搞笑漫画”的标签的看法】
A： 其实，我创作作品时，本意并非要将其定位为“搞笑漫画”。我更倾向于采取一种轻松随意的笔调——去捕捉日常生活中那些充满人情味的幽默瞬间，或是那种让人产生“我身边也有这样的人”共鸣的时刻，并希望能将这种感受传达给读者。然而，每当我的作品被媒体报道时，它们往往会被贴上“搞笑漫画”的标签，这无形中大大提高了门槛——也拉高了大家的期待值！（笑）况且，每个人的幽默感都不尽相同，不是吗？很多时候，我觉得某件事笑点十足，可坐在一旁的朋友却完全get不到。我甚至能完全理解那些读了我的漫画后，觉得“这根本不好笑”的读者的想法。因此，与其刻意去强求读者发笑，我更专注于一件事：用心去描绘“人”本身，尤其是那种与生俱来的可爱特质。
Q14：【我的画风表达了我的喜好】
A： 在视觉呈现方面，我现在只画——而且是纯粹只画——我真心喜爱的事物。我笔下的人物个个都戴着眼镜，透着一股书卷气，而且全是一头黑发……（笑）。尤其是那种“书卷气眼镜男”与“运动型男”之间产生的互动火花，简直让我着迷不已——比如像聪实和狂儿、或是星老师和小林老师这样的组合。虽然我也意识到，这会让我的个人偏好显得格外显眼，但我还是觉得，做人最好还是忠于自我，坚定不移地去坚持自己所爱。
反过来说，我其实并没有那种特别偏爱绘制的特定“类型”的女性角色。话虽如此，女孩确实是我画起来感觉最得心应手的对象。归根结底，我喜欢运用柔和、圆润的线条进行创作，而我觉得女性角色恰恰能让我将这种画风的特长发挥得淋漓尽致。至于男女角色皆通用的偏好，我喜欢画黑发——而且我想，我并不是特别热衷于描绘那种过于张扬、艳丽的面部特征。
Q15：【在作画时，你具体会侧重于哪些细节？】
A： 在我所有的作品中，我都极其注重——并将其视为首要任务——“可读性”。
这听起来似乎是一件非常基础的事，但我会密切关注诸如以下细节：这句台词究竟是谁说的？这位角色身处何处？又正在做什么？如果这些要素交代得不够清晰，我担心读者在阅读故事的过程中可能会因此感到困惑甚至产生挫败感。我绝不希望读者不得不反复回溯——心里想着：“等等，刚才究竟发生了什么？”——因此，我在作画时会格外留心，极力避免出现这种情况。
Q16：【在创作角色时，您通常会思考些什么？】
A： 由于我主要描绘的是日常生活，所以我关注的重点在于：如何以一种饶有趣味的方式，去呈现发生在我周身“三米半径”范围内的种种事物。有时，这可能意味着走到户外去捕捉一些有趣的瞬间，或者与人闲聊交谈。不过，我大概会花更多的时间，仅仅是静坐下来，去细细梳理和构思各种想法。我真正想要传达的是：只要你在日常生活中稍作停留，环顾四周，就会发现有趣的事物其实无处不在。
Q17：【虽然您目前的作品主要围绕日常生活展开，但未来还有没有其他想要尝试探索的题材类型？】
A： 我是个恐怖题材的爱好者，所以有朝一日，我很希望能创作一部恐怖漫画。此外，我也非常热爱美食，因此也想尝试着去画一部美食漫画。顺带一提，寿司是我最最钟爱的食物——尤其是金枪鱼和鲷鱼！(笑)
Q18：【在你的所有作品中，你都描绘了一种男性之间微妙的关系，这种关系超越了友谊，但又没有达到爱情的程度。是什么让你专注于这种关系呢？】
A： 我自己也不知道这种男性之间的关系是否存在，但我画的时候是抱着这样的想法：如果真有这样的两个人就好了。和我的所有作品一样，这里没有讨厌的人，大家都过着平静祥和的生活，因为这是我理想中的世界。现实生活中，我们常常会遇到不愉快的人，经历不愉快的事情，但我希望在漫画的世界里至少展现一些美好的事物，所以我致力于创作轻松愉快的作品。我希望现实生活中真的有这样的人。至于男性之间的关系，有些是我刻意创作的BL作品，有些则不是。我自己心里有明确的答案，但我希望读者能够自由解读，享受其中。。
Q19：【既然您已经开始连载《女校之星》系列作品，想必收到的读者反馈也比以往多得多了吧。那么，您是如何在个人的创作意愿与读者的期待之间寻求平衡的呢？】
A： 如果有人对我说：“我特别喜欢作品里的‘那个’部分”，我通常就会顺应读者的心意，多写一些这方面的内容。我并不会照单全收读者的每一条具体建议——比如那种“你应该按‘这种’方式来画”的指令；相反，如果读者在看了我已有的画作后表示：“我真的很喜欢‘这种特定的人物互动模式’”，那我就会把重心放在强化并进一步挖掘这一特质上。归根结底，我自身的创作欲望始终是作品的基石；我的首要任务永远是去描绘“我”自己想要描绘的事物——这依然是我创作工作的核心驱动力。
Q20：【你绘制漫画的七大必备工具是什么？】
A： 电视剧或电影做BGM、熏香、咖啡、甜点、热敷眼罩、镜子以及眼药水。
Q21：【如果您中了2000万日元的彩票会干什么呢？】
A： 捐出去，反正早晚都会用完的。
Q22：【如果明天就要世界末日了？】
A： 待在家里
Q23：【如果世界末日只有您幸存了？】
A： 去地下美食城逛逛
Q24：【死前最想吃的食物？】
A： 数寄屋桥次郎（すきやばし次郎）---- 貌似是寿司之神捏寿司的饭店，很难预约。
Q25：【压力大的时候会做什么呢？】
A： 吃全家便利店的招牌炸鸡 ファミチキを
Q26：【喜欢的回转寿司店以及必吃的寿司TOP 3?】
A： 回転寿司みさき（回转寿司Misaki）, 鲷鱼，金枪鱼和星鳗
回转寿司Misaki 选用的是红醋饭，因此带有一种独特的风味。再加上这是一家回转寿司店，你可以非常随性地享用，这一点非常棒。
Q27：【《为你着迷。》（夢中さ、きみに。）获得第24届手冢治虫文化奖短篇小说奖时和山山的获奖感言】
A： 大家好，我叫和山山。
非常感谢你们授予我这项殊荣。
在人生低谷时期，我创作了这部自由奔放、毫无拘束的作品，如今它能获得大家的喜爱，我感到无比欣慰。
《为你着迷。》的创作灵感来源于我喜爱的一首歌。正如标题所示，我在创作过程中完全沉浸在角色之中。这部作品也让我更加坚定了未来的创作决心：无论创作何种类型的漫画，都永远铭记这份感受。
能够如此全身心地投入到漫画创作中，我感到无比幸福。"
638.jpg,,成田狂儿 人设,"😲 冷知识, 📸 漫画原型","去唱卡拉OK吧 （漫画）, 去家庭餐厅吧（漫画）",成田狂儿,,,,,,,和山山采访+签售会民间整理,,,,"1. 生日：1980年5月5日
2. 身高：183cm左右
3. 原型人物：长濑智也
4. 名字的原型：杉狂児 Kyoji Sugi 日本男演员、歌手
5. 视力不好
6. 经常染发
7. 有耳洞，在耳朵软骨的位置
8. 狂儿还没有看过聪实写的高中毕业文集
9. 和山山认为有黑眼圈的人很性感，所以作品中常常出现有黑眼圈的人。考虑到很多黑道成员是夜猫子，和山山因此刻意把狂儿的黑眼圈加重。

Q1：【狂儿穿的衣服在哪里买？】
A：狂儿对穿着不太感兴趣，总是穿些便宜的衣服。
Q2：【狂儿第一套西装是什么时候？谁买的？】
A：27-28岁左右，组长送给他的
Q3：【狂儿用的香水和手表是他自己挑选的吗？】
A：手表是一个女人送给他的，香水是他自己挑选的
Q4：【狂儿的饮食偏好有哪些？】
A：狂儿什么都爱吃
Q5：【狂儿为什么总是喝热咖啡？】
A：为了提神
Q6：【狂儿喝酒后会有哪些变化？】
A：狂儿一点儿也不能喝酒
Q7：【狂儿什么时候开始抽烟？一天抽多少支烟？】
A：成人后，一天一包
Q8：【狂儿k歌的平均分是多少？】
A：70分左右
Q9：【如果狂儿上大学的话，他会选什么专业？】
A：他可能会选日本文学之类的文科
Q10：【狂儿曾经用枪向别人开过枪吗？】
A：他从来没向任何人开过枪
Q11：【如果狂儿喜欢看棒球的话，他会支持哪支球队？如果他对棒球不感兴趣的话，他喜欢什么运动？】
A：阪神队
Q12：【狂儿是什么时候被纹上这个写着「聪实」的纹身的？】
A：由于他曾因暴行罪服刑过，因此这个纹身可能是在机场和聪实重遇之前、最近一次举办的 K 歌大会上纹上
Q13：【狂儿认为自己的优点和缺点是什么？】
A：狂儿认为自己的优点是有热情与幽默感，缺点是有前科
Q14：【狂儿的恋爱类型】
A：被追的类型（他很受欢迎）
Q15：【狂儿能轻易感知到别人对自己的爱情吗？】
A：对啊
Q16：【狂儿20岁时为什么要吃软饭？】
A：他从高中生就有了一个20岁左右的女朋友。从高中毕业后他就开始住在她家里了
Q17：【狂儿交往过的男女朋友最大年龄差多少岁？】
A：比他大十五岁。狂儿比较少交往过和比他年龄小的人
Q18：【狂儿和男人上过床吗？】
A：没有，但这并非不可能

Q19：【狂儿和家人关系好吗？】
A：还好，虽然他和家人联系比较少，但没断绝关系。大概每三四年回一次父母家
Q20：【关于狂儿爸爸的事】
A：他在工厂工作，对自己小孩没有兴趣
Q21：【狂儿和他哥哥姐姐相差多少岁？】
A：狂儿和京一（哥哥）相差12岁，狂儿和京子（姐姐）相差9岁。
Q22：【狂儿加入黑道时家人的反应如何？】
A：虽然他家人知道他加入了黑道，但什么也没说
Q23：【狂儿后悔加入黑道吗？】
A：他很后悔，但是已经无法回头了
Q23-1：【在遇到聪实之前狂儿就开始后悔了吗？】
A：是的，因为见不到侄子们了
Q24：【如果把狂儿兽化成的话成为哪种动物呢？】
A：蜜獾"
639.jpg,,冈聪实 人设,😲 冷知识,"去唱卡拉OK吧 （漫画）, 去家庭餐厅吧（漫画）",冈聪实,,,,,,,和山山采访+签售会民间整理,,,,"1. 生日：2005年4月1日
2. 原型人物：无
3. 冷白皮
4. 不擅长做家务
5. 和山山以父母的视角来看待聪实，因此很享受描绘聪实平凡的大学生活和兼职日常，她认为读者可能也很想了解聪实的日常生活。
6. 和山山在《去唱卡拉OK吧！》里刻意很少描绘聪实笑的表情，因为聪实对狂儿的身份有所防备，这是中学时期的聪实。在《去家庭餐厅吧。》中，由于聪实已经长大成人，和山山试图营造出一种更柔和的聪实。

Q1：【聪实穿的衣服是自己买的吗？】
A：一半是自己买的，一半是哥哥的旧衣
Q2：【聪实穿的衣服在哪里买？】
A：优衣库、永旺
Q3：【聪实用香水吗？他有什么香味？】
A：他不用香水，有清爽的肥皂香味
Q4：【聪实的饮食偏好有哪些？】
A：聪实似乎更在意口感，而不是味道
Q5：【聪实喝酒后会有哪些变化？】
A：聪实未成年的时候不能喝酒，但他可能是个天生酒量好的人
Q6：【聪实认为自己的优点和缺点是什么？】
A：聪实认为自己没有什么特别的优点，缺点是没有热情与幽默感
Q7：【如果聪实喜欢看棒球的话，他会支持哪支球队？如果他对棒球不感兴趣的话，他喜欢什么运动？】
A：聪实对任何运动（都）不感兴趣
Q8：【聪实的恋爱类型】
A：聪实是追的类型
Q9：【聪实的理想类型现在也是中条彩未吗？】
A：是的，但她已经结婚了…
Q9-1：【那时候聪实很失望吗？】
A：他有点儿失望
Q10：【聪实交往过的男女朋友最大年龄差多少岁？】
A：聪实还没交往过男女朋友
Q11：【如果把聪实兽化成的话成为哪种动物呢？】
A：猫
Q12：【聪实为什么去东京读法学院？】
A：父母的建议。另外，他觉得自己一直待在大阪很难受，想离开那里。
~~深度解读推荐：@Asuka (小红书号：10768888204) 聪实的经济状况~~
Q13：【聪实是饭量大的人吗？伙食费一个月多少钱？】
A：虽然他是饭量大的人，但他过着省钱生活，总是吃不饱。伙食费一个月2万日元，一天500日元左右。
~~深度解读推荐：@Asuka (小红书号：10768888204) 聪实的经济状况~~
Q13-1：【聪实一天只有500日元伙食费，怎么能活的好一些?】
A：他基本上不去食堂吃饭，买点泡面或半价甜瓜面包吃…
~~深度解读推荐：@Asuka (小红书号：10768888204) 聪实的经济状况~~"
640.jpg,,《去唱卡拉OK吧!》纯金卡,小卡,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,BookLive,3/18/2026,N/A 抽奖赠品,日本,https://prtimes.jp/main/html/rd/p/000000596.000022823.html,,,,"　在“KADOKAWA漫画五折节”活动期间，请在活动页面（https://booklive.jp/landing/campaign/kadokawafestival50off）绑定您的LINE账号，选择您想要印制在纯金卡片上的漫画封面（共5款），即可参与抽奖。我们将从使用“KADOKAWA漫画五折节优惠券”且消费满3300日元（含税）的顾客中随机抽取五位幸运儿，赠送印有其所选漫画封面的纯金卡片。

【纯金卡详情】

• 材质：纯金（纯度99.99%）

・重量：0.5克

• 尺寸：54毫米 x 86毫米（卡片尺寸）

规格：配有玻璃边框

【获奖通知】

2026年4月初（计划中）

【礼品配送期】

2026年5月下旬（计划中）"
641.jpg,,星老师 人设,"😲 冷知识, 📸 漫画原型",女校之星（漫画）,星老师,,,,,,,和山山采访+签售会民间整理,,,,"1. 全名：星三津彦
2. 生日：1987年12月30日
3. 原型：中村倫也 吉沢 亮
4. 星老师是和山山最喜欢的笔下角色，她认为星老师脑回路最像自己。

Q1：【《女校之星》是一部描绘男教师星先生在女子学校日常生活的漫画。请问漫画中的角色是以现实生活中的人物为原型创作的吗？】
A：我并没有参照特定的模特。我只是单纯地画出了我心目中喜欢的样子。由于我特别偏爱戴眼镜的形象，所以眼镜自然是必不可少的——一头黑发也是如此。在视觉形象方面，我脑海中曾以中村伦也和吉泽亮等演员为蓝本——不过很遗憾，我恐怕没能在画作中完全捕捉到他们那令人惊艳的英俊容貌……
Q2：【每当看到两人（星老师和小林老师）相约外出小酌的场景时，我总觉得他们之间有着一种真正的默契——或者更准确地说，是彼此接纳并包容着对方的那些小怪癖。】
A：我想，对于星老师而言，小林老师是一个让他完全无需设防的存在。我猜他在与其他老师打交道时，通常都会挂着礼貌的微笑，言行举止也格外谨慎；但正因为面对小林老师时没有那种拘束感，他便能彻底卸下心防——哪怕表现得稍显粗鲁、板着一张臭脸，甚至口无遮拦地想说什么就说什么，也全然无妨。"
642.jpg,,小林老师 人设,😲 冷知识,女校之星（漫画）,小林老师,,,,,,,和山山采访+签售会民间整理,,,,"1. 全名：小林庆二
2. 生日：1989年6月30日
3. 身高：180cm左右

Q1：【小林老师有几件polo衫？】
A：20件左右
Q2：【他最后一次有男女朋友是什么时候？】
A：四五年前（2024年的读者签名会回答）
Q3：【他们在一起多久了？】
A：不到两年，他被甩了
Q4：【他会一直单身吗？】
A：（立刻回答）他会一直单身，永远不结婚
Q5：【（笑）小林老师刚出场的时候，我觉得他有点烦人，但后来慢慢地就喜欢上他了。】
A：起初，我本打算塑造一个与星老师截然相反的角色——一个让他感到极度刺眼、难以忍受的人。请注意，他并非坏人，而是一个彻头彻尾的“派对动物”——那种你会发现整天泡在沙滩上的家伙。他无谓地亢奋，总是毫不犹豫地直接闯入别人的私生活。然而，随着我不断地描绘他们，我发现了一件意想不到的事：这两人实际上相处得相当融洽。所以我觉得小林老师比最初变得温和多了。"
